step,event,throughput,memory_monolithic,memory_paged,memory_paged_compressed,fragmentation_monolithic,fragmentation_paged,fragmentation_paged_compressed
3299,"{'op': 'free', 'id': 2886}",0,4096,4096,2048.0,0.0,0.0,0.0
3300,"{'op': 'alloc', 'id': 2906, 'size': 26}",26,4096,4096,2048.0,0.0,0.0,0.0
3301,"{'op': 'alloc', 'id': 2907, 'size': 32}",32,4096,4096,2048.0,0.0,0.0,0.0
3302,"{'op': 'alloc', 'id': 2908, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
3303,"{'op': 'alloc', 'id': 2909, 'size': 28}",28,4096,4096,2048.0,0.0,0.0,0.0
3304,"{'op': 'alloc', 'id': 2910, 'size': 29}",29,4096,4096,2048.0,0.0,0.0,0.0
3305,"{'op': 'free', 'id': 2903}",0,4096,4096,2048.0,0.0,0.0,0.0
3306,"{'op': 'alloc', 'id': 2911, 'size': 27}",27,4096,4096,2048.0,0.0,0.0,0.0
3307,"{'op': 'alloc', 'id': 2912, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
3308,"{'op': 'alloc', 'id': 2913, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
3309,"{'op': 'alloc', 'id': 2914, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
3310,"{'op': 'alloc', 'id': 2915, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
3311,"{'op': 'alloc', 'id': 2916, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
3312,"{'op': 'free', 'id': 2885}",0,4096,4096,2048.0,0.0,0.0,0.0
3313,"{'op': 'alloc', 'id': 2917, 'size': 2}",2,4096,4096,2048.0,0.0,0.0,0.0
3314,"{'op': 'alloc', 'id': 2918, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
3315,"{'op': 'alloc', 'id': 2919, 'size': 4}",4,4096,4096,2048.0,0.0,0.0,0.0
3316,"{'op': 'alloc', 'id': 2920, 'size': 3}",3,4096,4096,2048.0,0.0,0.0,0.0
3317,"{'op': 'alloc', 'id': 2921, 'size': 4}",4,4096,4096,2048.0,0.0,0.0,0.0
3318,"{'op': 'alloc', 'id': 2922, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
3319,"{'op': 'alloc', 'id': 2923, 'size': 2}",2,4096,4096,2048.0,0.0,0.0,0.0
3320,"{'op': 'alloc', 'id': 2924, 'size': 29}",29,4096,4096,2048.0,0.0,0.0,0.0
3321,"{'op': 'alloc', 'id': 2925, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
3322,"{'op': 'alloc', 'id': 2926, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
3323,"{'op': 'alloc', 'id': 2927, 'size': 9}",9,4096,4096,2048.0,0.0,0.0,0.0
3324,"{'op': 'alloc', 'id': 2928, 'size': 7}",7,4096,4096,2048.0,0.0,0.0,0.0
3325,"{'op': 'alloc', 'id': 2929, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
3326,"{'op': 'alloc', 'id': 2930, 'size': 21}",21,4096,4096,2048.0,0.0,0.0,0.0
3327,"{'op': 'alloc', 'id': 2931, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
3328,"{'op': 'alloc', 'id': 2932, 'size': 24}",24,4096,4096,2048.0,0.0,0.0,0.0
3329,"{'op': 'alloc', 'id': 2933, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
3330,"{'op': 'alloc', 'id': 2934, 'size': 26}",26,4096,4096,2048.0,0.0,0.0,0.0
3331,"{'op': 'alloc', 'id': 2935, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
3332,"{'op': 'alloc', 'id': 2936, 'size': 21}",21,4096,4096,2048.0,0.0,0.0,0.0
3333,"{'op': 'alloc', 'id': 2937, 'size': 21}",21,4096,4096,2048.0,0.0,0.0,0.0
3334,"{'op': 'free', 'id': 2896}",0,4096,4096,2048.0,0.0,0.0,0.0
3335,"{'op': 'free', 'id': 2910}",0,4096,4096,2048.0,0.0,0.0,0.0
3336,"{'op': 'free', 'id': 2901}",0,4096,4096,2048.0,0.0,0.0,0.0
3337,"{'op': 'alloc', 'id': 2939, 'size': 32}",32,4096,4096,2048.0,0.0,0.0,0.0
3338,"{'op': 'free', 'id': 2904}",0,4096,4096,2048.0,0.0,0.0,0.0
3339,"{'op': 'alloc', 'id': 2940, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
3340,"{'op': 'alloc', 'id': 2941, 'size': 21}",21,4096,4096,2048.0,0.0,0.0,0.0
3341,"{'op': 'alloc', 'id': 2942, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
3342,"{'op': 'free', 'id': 2907}",0,4096,4096,2048.0,0.0,0.0,0.0
3343,"{'op': 'alloc', 'id': 2943, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
3344,"{'op': 'alloc', 'id': 2944, 'size': 17}",17,4096,4096,2048.0,0.0,0.0,0.0
3345,"{'op': 'alloc', 'id': 2945, 'size': 27}",27,4096,4096,2048.0,0.0,0.0,0.0
3346,"{'op': 'alloc', 'id': 2946, 'size': 8}",8,4096,4096,2048.0,0.0,0.0,0.0
3347,"{'op': 'alloc', 'id': 2947, 'size': 29}",29,4096,4096,2048.0,0.0,0.0,0.0
3348,"{'op': 'alloc', 'id': 2948, 'size': 9}",9,4096,4096,2048.0,0.0,0.0,0.0
3349,"{'op': 'alloc', 'id': 2949, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
3350,"{'op': 'alloc', 'id': 2950, 'size': 29}",29,4096,4096,2048.0,0.0,0.0,0.0
3351,"{'op': 'alloc', 'id': 2951, 'size': 32}",32,4096,4096,2048.0,0.0,0.0,0.0
3352,"{'op': 'alloc', 'id': 2952, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
3353,"{'op': 'alloc', 'id': 2953, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
3354,"{'op': 'alloc', 'id': 2954, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
3355,"{'op': 'free', 'id': 2943}",0,4096,4096,2048.0,0.0,0.0,0.0
3356,"{'op': 'alloc', 'id': 2956, 'size': 28}",28,4096,4096,2048.0,0.0,0.0,0.0
3357,"{'op': 'alloc', 'id': 2957, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
3358,"{'op': 'alloc', 'id': 2958, 'size': 8}",8,4096,4096,2048.0,0.0,0.0,0.0
3359,"{'op': 'alloc', 'id': 2959, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
3360,"{'op': 'alloc', 'id': 2960, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
3361,"{'op': 'alloc', 'id': 2961, 'size': 17}",17,4096,4096,2048.0,0.0,0.0,0.0
3362,"{'op': 'alloc', 'id': 2962, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
3363,"{'op': 'alloc', 'id': 2963, 'size': 28}",28,4096,4096,2048.0,0.0,0.0,0.0
3364,"{'op': 'alloc', 'id': 2964, 'size': 3}",3,4096,4096,2048.0,0.0,0.0,0.0
3365,"{'op': 'free', 'id': 2926}",0,4096,4096,2048.0,0.0,0.0,0.0
3366,"{'op': 'alloc', 'id': 2965, 'size': 15}",15,4096,4096,2048.0,0.0,0.0,0.0
3367,"{'op': 'alloc', 'id': 2966, 'size': 13}",13,4096,4096,2048.0,0.0,0.0,0.0
3368,"{'op': 'alloc', 'id': 2967, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
3369,"{'op': 'alloc', 'id': 2968, 'size': 21}",21,4096,4096,2048.0,0.0,0.0,0.0
3370,"{'op': 'alloc', 'id': 2969, 'size': 21}",21,4096,4096,2048.0,0.0,0.0,0.0
3371,"{'op': 'free', 'id': 2946}",0,4096,4096,2048.0,0.0,0.0,0.0
3372,"{'op': 'alloc', 'id': 2970, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
3373,"{'op': 'free', 'id': 2958}",0,4096,4096,2048.0,0.0,0.0,0.0
3374,"{'op': 'alloc', 'id': 2972, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
3375,"{'op': 'alloc', 'id': 2973, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
3376,"{'op': 'free', 'id': 2961}",0,4096,4096,2048.0,0.0,0.0,0.0
3377,"{'op': 'alloc', 'id': 2974, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
3378,"{'op': 'alloc', 'id': 2975, 'size': 23}",23,4096,4096,2048.0,0.0,0.0,0.0
3379,"{'op': 'alloc', 'id': 2976, 'size': 27}",27,4096,4096,2048.0,0.0,0.0,0.0
3380,"{'op': 'alloc', 'id': 2977, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
3381,"{'op': 'free', 'id': 2966}",0,4096,4096,2048.0,0.0,0.0,0.0
3382,"{'op': 'alloc', 'id': 2979, 'size': 28}",28,4096,4096,2048.0,0.0,0.0,0.0
3383,"{'op': 'free', 'id': 2949}",0,4096,4096,2048.0,0.0,0.0,0.0
3384,"{'op': 'alloc', 'id': 2980, 'size': 1}",1,4096,4096,2048.0,0.0,0.0,0.0
3385,"{'op': 'alloc', 'id': 2981, 'size': 23}",23,4096,4096,2048.0,0.0,0.0,0.0
3386,"{'op': 'alloc', 'id': 2982, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
3387,"{'op': 'alloc', 'id': 2983, 'size': 3}",3,4096,4096,2048.0,0.0,0.0,0.0
3388,"{'op': 'alloc', 'id': 2984, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
3389,"{'op': 'free', 'id': 2959}",0,4096,4096,2048.0,0.0,0.0,0.0
3390,"{'op': 'free', 'id': 2956}",0,4096,4096,2048.0,0.0,0.0,0.0
3391,"{'op': 'alloc', 'id': 2985, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
3392,"{'op': 'alloc', 'id': 2986, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
3393,"{'op': 'free', 'id': 2944}",0,4096,4096,2048.0,0.0,0.0,0.0
3394,"{'op': 'alloc', 'id': 2988, 'size': 13}",13,4096,4096,2048.0,0.0,0.0,0.0
3395,"{'op': 'alloc', 'id': 2989, 'size': 7}",7,4096,4096,2048.0,0.0,0.0,0.0
3396,"{'op': 'alloc', 'id': 2990, 'size': 29}",29,4096,4096,2048.0,0.0,0.0,0.0
3397,"{'op': 'alloc', 'id': 2991, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
3398,"{'op': 'alloc', 'id': 2992, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
3399,"{'op': 'alloc', 'id': 2993, 'size': 15}",15,4096,4096,2048.0,0.0,0.0,0.0
3400,"{'op': 'alloc', 'id': 2994, 'size': 26}",26,4096,4096,2048.0,0.0,0.0,0.0
3401,"{'op': 'alloc', 'id': 2995, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
3402,"{'op': 'alloc', 'id': 2996, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
3403,"{'op': 'alloc', 'id': 2997, 'size': 4}",4,4096,4096,2048.0,0.0,0.0,0.0
3404,"{'op': 'alloc', 'id': 2998, 'size': 4}",4,4096,4096,2048.0,0.0,0.0,0.0
3405,"{'op': 'alloc', 'id': 2999, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
3406,"{'op': 'alloc', 'id': 3000, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
3407,"{'op': 'alloc', 'id': 3001, 'size': 4}",4,4096,4096,2048.0,0.0,0.0,0.0
3408,"{'op': 'alloc', 'id': 3002, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
3409,"{'op': 'free', 'id': 2996}",0,4096,4096,2048.0,0.0,0.0,0.0
3410,"{'op': 'alloc', 'id': 3003, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
3411,"{'op': 'free', 'id': 2984}",0,4096,4096,2048.0,0.0,0.0,0.0
3412,"{'op': 'free', 'id': 2969}",0,4096,4096,2048.0,0.0,0.0,0.0
3413,"{'op': 'alloc', 'id': 3005, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
3414,"{'op': 'alloc', 'id': 3006, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
3415,"{'op': 'alloc', 'id': 3007, 'size': 32}",32,4096,4096,2048.0,0.0,0.0,0.0
3416,"{'op': 'alloc', 'id': 3008, 'size': 1}",1,4096,4096,2048.0,0.0,0.0,0.0
3417,"{'op': 'free', 'id': 2976}",0,4096,4096,2048.0,0.0,0.0,0.0
3418,"{'op': 'alloc', 'id': 3010, 'size': 13}",13,4096,4096,2048.0,0.0,0.0,0.0
3419,"{'op': 'alloc', 'id': 3011, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
3420,"{'op': 'free', 'id': 2986}",0,4096,4096,2048.0,0.0,0.0,0.0
3421,"{'op': 'free', 'id': 3007}",0,4096,4096,2048.0,0.0,0.0,0.0
3422,"{'op': 'alloc', 'id': 3013, 'size': 2}",2,4096,4096,2048.0,0.0,0.0,0.0
3423,"{'op': 'alloc', 'id': 3014, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
3424,"{'op': 'alloc', 'id': 3015, 'size': 21}",21,4096,4096,2048.0,0.0,0.0,0.0
3425,"{'op': 'alloc', 'id': 3016, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
3426,"{'op': 'alloc', 'id': 3017, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
3427,"{'op': 'alloc', 'id': 3018, 'size': 2}",2,4096,4096,2048.0,0.0,0.0,0.0
3428,"{'op': 'alloc', 'id': 3019, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
3429,"{'op': 'alloc', 'id': 3020, 'size': 3}",3,4096,4096,2048.0,0.0,0.0,0.0
3430,"{'op': 'alloc', 'id': 3021, 'size': 16}",16,4096,4096,2048.0,0.0,0.0,0.0
3431,"{'op': 'alloc', 'id': 3022, 'size': 4}",4,4096,4096,2048.0,0.0,0.0,0.0
3432,"{'op': 'free', 'id': 2993}",0,4096,4096,2048.0,0.0,0.0,0.0
3433,"{'op': 'free', 'id': 2988}",0,4096,4096,2048.0,0.0,0.0,0.0
3434,"{'op': 'alloc', 'id': 3025, 'size': 13}",13,4096,4096,2048.0,0.0,0.0,0.0
3435,"{'op': 'free', 'id': 3006}",0,4096,4096,2048.0,0.0,0.0,0.0
3436,"{'op': 'alloc', 'id': 3027, 'size': 21}",21,4096,4096,2048.0,0.0,0.0,0.0
3437,"{'op': 'alloc', 'id': 3028, 'size': 1}",1,4096,4096,2048.0,0.0,0.0,0.0
3438,"{'op': 'alloc', 'id': 3029, 'size': 1}",1,4096,4096,2048.0,0.0,0.0,0.0
3439,"{'op': 'alloc', 'id': 3030, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
3440,"{'op': 'alloc', 'id': 3031, 'size': 2}",2,4096,4096,2048.0,0.0,0.0,0.0
3441,"{'op': 'free', 'id': 3021}",0,4096,4096,2048.0,0.0,0.0,0.0
3442,"{'op': 'free', 'id': 3002}",0,4096,4096,2048.0,0.0,0.0,0.0
3443,"{'op': 'alloc', 'id': 3033, 'size': 29}",29,4096,4096,2048.0,0.0,0.0,0.0
3444,"{'op': 'alloc', 'id': 3034, 'size': 7}",7,4096,4096,2048.0,0.0,0.0,0.0
3445,"{'op': 'alloc', 'id': 3035, 'size': 18}",18,4096,4096,2048.0,0.0,0.0,0.0
3446,"{'op': 'alloc', 'id': 3036, 'size': 32}",32,4096,4096,2048.0,0.0,0.0,0.0
3447,"{'op': 'alloc', 'id': 3037, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
3448,"{'op': 'alloc', 'id': 3038, 'size': 15}",15,4096,4096,2048.0,0.0,0.0,0.0
3449,"{'op': 'alloc', 'id': 3039, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
3450,"{'op': 'alloc', 'id': 3040, 'size': 1}",1,4096,4096,2048.0,0.0,0.0,0.0
3451,"{'op': 'alloc', 'id': 3041, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
3452,"{'op': 'free', 'id': 3011}",0,4096,4096,2048.0,0.0,0.0,0.0
3453,"{'op': 'alloc', 'id': 3043, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
3454,"{'op': 'alloc', 'id': 3044, 'size': 21}",21,4096,4096,2048.0,0.0,0.0,0.0
3455,"{'op': 'alloc', 'id': 3045, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
3456,"{'op': 'alloc', 'id': 3046, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
3457,"{'op': 'free', 'id': 3032}",0,4096,4096,2048.0,0.0,0.0,0.0
3458,"{'op': 'alloc', 'id': 3048, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
3459,"{'op': 'alloc', 'id': 3049, 'size': 4}",4,4096,4096,2048.0,0.0,0.0,0.0
3460,"{'op': 'alloc', 'id': 3050, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
3461,"{'op': 'free', 'id': 3037}",0,4096,4096,2048.0,0.0,0.0,0.0
3462,"{'op': 'alloc', 'id': 3052, 'size': 17}",17,4096,4096,2048.0,0.0,0.0,0.0
3463,"{'op': 'free', 'id': 3010}",0,4096,4096,2048.0,0.0,0.0,0.0
3464,"{'op': 'alloc', 'id': 3054, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
3465,"{'op': 'alloc', 'id': 3055, 'size': 1}",1,4096,4096,2048.0,0.0,0.0,0.0
3466,"{'op': 'alloc', 'id': 3056, 'size': 6}",6,4096,4096,2048.0,0.0,0.0,0.0
3467,"{'op': 'free', 'id': 3051}",0,4096,4096,2048.0,0.0,0.0,0.0
3468,"{'op': 'alloc', 'id': 3057, 'size': 18}",18,4096,4096,2048.0,0.0,0.0,0.0
3469,"{'op': 'alloc', 'id': 3058, 'size': 8}",8,4096,4096,2048.0,0.0,0.0,0.0
3470,"{'op': 'alloc', 'id': 3059, 'size': 29}",29,4096,4096,2048.0,0.0,0.0,0.0
3471,"{'op': 'alloc', 'id': 3060, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
3472,"{'op': 'free', 'id': 3019}",0,4096,4096,2048.0,0.0,0.0,0.0
3473,"{'op': 'alloc', 'id': 3062, 'size': 6}",6,4096,4096,2048.0,0.0,0.0,0.0
3474,"{'op': 'free', 'id': 3026}",0,4096,4096,2048.0,0.0,0.0,0.0
3475,"{'op': 'free', 'id': 3018}",0,4096,4096,2048.0,0.0,0.0,0.0
3476,"{'op': 'alloc', 'id': 3063, 'size': 16}",16,4096,4096,2048.0,0.0,0.0,0.0
3477,"{'op': 'alloc', 'id': 3064, 'size': 7}",7,4096,4096,2048.0,0.0,0.0,0.0
3478,"{'op': 'alloc', 'id': 3065, 'size': 23}",23,4096,4096,2048.0,0.0,0.0,0.0
3479,"{'op': 'alloc', 'id': 3066, 'size': 3}",3,4096,4096,2048.0,0.0,0.0,0.0
3480,"{'op': 'free', 'id': 3039}",0,4096,4096,2048.0,0.0,0.0,0.0
3481,"{'op': 'free', 'id': 3061}",0,4096,4096,2048.0,0.0,0.0,0.0
3482,"{'op': 'free', 'id': 3047}",0,4096,4096,2048.0,0.0,0.0,0.0
3483,"{'op': 'alloc', 'id': 3070, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
3484,"{'op': 'free', 'id': 3030}",0,4096,4096,2048.0,0.0,0.0,0.0
3485,"{'op': 'alloc', 'id': 3072, 'size': 24}",24,4096,4096,2048.0,0.0,0.0,0.0
3486,"{'op': 'free', 'id': 3035}",0,4096,4096,2048.0,0.0,0.0,0.0
3487,"{'op': 'alloc', 'id': 3074, 'size': 15}",15,4096,4096,2048.0,0.0,0.0,0.0
3488,"{'op': 'alloc', 'id': 3075, 'size': 32}",32,4096,4096,2048.0,0.0,0.0,0.0
3489,"{'op': 'alloc', 'id': 3076, 'size': 2}",2,4096,4096,2048.0,0.0,0.0,0.0
3490,"{'op': 'free', 'id': 3067}",0,4096,4096,2048.0,0.0,0.0,0.0
3491,"{'op': 'alloc', 'id': 3077, 'size': 29}",29,4096,4096,2048.0,0.0,0.0,0.0
3492,"{'op': 'alloc', 'id': 3078, 'size': 21}",21,4096,4096,2048.0,0.0,0.0,0.0
3493,"{'op': 'alloc', 'id': 3079, 'size': 1}",1,4096,4096,2048.0,0.0,0.0,0.0
3494,"{'op': 'alloc', 'id': 3080, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
3495,"{'op': 'alloc', 'id': 3081, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
3496,"{'op': 'alloc', 'id': 3082, 'size': 8}",8,4096,4096,2048.0,0.0,0.0,0.0
3497,"{'op': 'free', 'id': 3066}",0,4096,4096,2048.0,0.0,0.0,0.0
3498,"{'op': 'alloc', 'id': 3083, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
3499,"{'op': 'alloc', 'id': 3084, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
3500,"{'op': 'alloc', 'id': 3085, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
3501,"{'op': 'alloc', 'id': 3086, 'size': 2}",2,4096,4096,2048.0,0.0,0.0,0.0
3502,"{'op': 'free', 'id': 3080}",0,4096,4096,2048.0,0.0,0.0,0.0
3503,"{'op': 'alloc', 'id': 3087, 'size': 27}",27,4096,4096,2048.0,0.0,0.0,0.0
3504,"{'op': 'alloc', 'id': 3088, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
3505,"{'op': 'free', 'id': 3084}",0,4096,4096,2048.0,0.0,0.0,0.0
3506,"{'op': 'alloc', 'id': 3090, 'size': 24}",24,4096,4096,2048.0,0.0,0.0,0.0
3507,"{'op': 'alloc', 'id': 3091, 'size': 24}",24,4096,4096,2048.0,0.0,0.0,0.0
3508,"{'op': 'alloc', 'id': 3092, 'size': 9}",9,4096,4096,2048.0,0.0,0.0,0.0
3509,"{'op': 'alloc', 'id': 3093, 'size': 28}",28,4096,4096,2048.0,0.0,0.0,0.0
3510,"{'op': 'alloc', 'id': 3094, 'size': 2}",2,4096,4096,2048.0,0.0,0.0,0.0
3511,"{'op': 'alloc', 'id': 3095, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
3512,"{'op': 'alloc', 'id': 3096, 'size': 26}",26,4096,4096,2048.0,0.0,0.0,0.0
3513,"{'op': 'alloc', 'id': 3097, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
3514,"{'op': 'alloc', 'id': 3098, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
3515,"{'op': 'free', 'id': 3087}",0,4096,4096,2048.0,0.0,0.0,0.0
3516,"{'op': 'alloc', 'id': 3100, 'size': 23}",23,4096,4096,2048.0,0.0,0.0,0.0
3517,"{'op': 'alloc', 'id': 3101, 'size': 8}",8,4096,4096,2048.0,0.0,0.0,0.0
3518,"{'op': 'alloc', 'id': 3102, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
3519,"{'op': 'alloc', 'id': 3103, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
3520,"{'op': 'alloc', 'id': 3104, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
3521,"{'op': 'alloc', 'id': 3105, 'size': 23}",23,4096,4096,2048.0,0.0,0.0,0.0
3522,"{'op': 'free', 'id': 3091}",0,4096,4096,2048.0,0.0,0.0,0.0
3523,"{'op': 'alloc', 'id': 3106, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
3524,"{'op': 'alloc', 'id': 3107, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
3525,"{'op': 'alloc', 'id': 3108, 'size': 7}",7,4096,4096,2048.0,0.0,0.0,0.0
3526,"{'op': 'alloc', 'id': 3109, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
3527,"{'op': 'alloc', 'id': 3110, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
3528,"{'op': 'alloc', 'id': 3111, 'size': 8}",8,4096,4096,2048.0,0.0,0.0,0.0
3529,"{'op': 'alloc', 'id': 3112, 'size': 18}",18,4096,4096,2048.0,0.0,0.0,0.0
3530,"{'op': 'alloc', 'id': 3113, 'size': 15}",15,4096,4096,2048.0,0.0,0.0,0.0
3531,"{'op': 'alloc', 'id': 3114, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
3532,"{'op': 'alloc', 'id': 3115, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
3533,"{'op': 'alloc', 'id': 3116, 'size': 18}",18,4096,4096,2048.0,0.0,0.0,0.0
3534,"{'op': 'alloc', 'id': 3117, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
3535,"{'op': 'alloc', 'id': 3118, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
3536,"{'op': 'alloc', 'id': 3119, 'size': 1}",1,4096,4096,2048.0,0.0,0.0,0.0
3537,"{'op': 'alloc', 'id': 3120, 'size': 9}",9,4096,4096,2048.0,0.0,0.0,0.0
3538,"{'op': 'alloc', 'id': 3121, 'size': 28}",28,4096,4096,2048.0,0.0,0.0,0.0
3539,"{'op': 'free', 'id': 3111}",0,4096,4096,2048.0,0.0,0.0,0.0
3540,"{'op': 'alloc', 'id': 3122, 'size': 16}",16,4096,4096,2048.0,0.0,0.0,0.0
3541,"{'op': 'free', 'id': 3104}",0,4096,4096,2048.0,0.0,0.0,0.0
3542,"{'op': 'free', 'id': 3093}",0,4096,4096,2048.0,0.0,0.0,0.0
3543,"{'op': 'alloc', 'id': 3123, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
3544,"{'op': 'alloc', 'id': 3124, 'size': 6}",6,4096,4096,2048.0,0.0,0.0,0.0
3545,"{'op': 'alloc', 'id': 3125, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
3546,"{'op': 'alloc', 'id': 3126, 'size': 9}",9,4096,4096,2048.0,0.0,0.0,0.0
3547,"{'op': 'alloc', 'id': 3127, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
3548,"{'op': 'alloc', 'id': 3128, 'size': 28}",28,4096,4096,2048.0,0.0,0.0,0.0
3549,"{'op': 'alloc', 'id': 3129, 'size': 32}",32,4096,4096,2048.0,0.0,0.0,0.0
3550,"{'op': 'alloc', 'id': 3130, 'size': 29}",29,4096,4096,2048.0,0.0,0.0,0.0
3551,"{'op': 'free', 'id': 3119}",0,4096,4096,2048.0,0.0,0.0,0.0
3552,"{'op': 'free', 'id': 3122}",0,4096,4096,2048.0,0.0,0.0,0.0
3553,"{'op': 'free', 'id': 3089}",0,4096,4096,2048.0,0.0,0.0,0.0
3554,"{'op': 'alloc', 'id': 3132, 'size': 17}",17,4096,4096,2048.0,0.0,0.0,0.0
3555,"{'op': 'alloc', 'id': 3133, 'size': 21}",21,4096,4096,2048.0,0.0,0.0,0.0
3556,"{'op': 'alloc', 'id': 3134, 'size': 32}",32,4096,4096,2048.0,0.0,0.0,0.0
3557,"{'op': 'alloc', 'id': 3135, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
3558,"{'op': 'alloc', 'id': 3136, 'size': 13}",13,4096,4096,2048.0,0.0,0.0,0.0
3559,"{'op': 'free', 'id': 3109}",0,4096,4096,2048.0,0.0,0.0,0.0
3560,"{'op': 'alloc', 'id': 3137, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
