step,event,throughput,memory_monolithic,memory_paged,memory_paged_compressed,fragmentation_monolithic,fragmentation_paged,fragmentation_paged_compressed
8088,"{'op': 'free', 'id': 7152}",0,4096,4096,2048.0,0.0,0.0,0.0
8089,"{'op': 'alloc', 'id': 7159, 'size': 21}",21,4096,4096,2048.0,0.0,0.0,0.0
8090,"{'op': 'alloc', 'id': 7160, 'size': 28}",28,4096,4096,2048.0,0.0,0.0,0.0
8091,"{'op': 'alloc', 'id': 7161, 'size': 18}",18,4096,4096,2048.0,0.0,0.0,0.0
8092,"{'op': 'alloc', 'id': 7162, 'size': 29}",29,4096,4096,2048.0,0.0,0.0,0.0
8093,"{'op': 'alloc', 'id': 7163, 'size': 6}",6,4096,4096,2048.0,0.0,0.0,0.0
8094,"{'op': 'alloc', 'id': 7164, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
8095,"{'op': 'free', 'id': 7150}",0,4096,4096,2048.0,0.0,0.0,0.0
8096,"{'op': 'free', 'id': 7154}",0,4096,4096,2048.0,0.0,0.0,0.0
8097,"{'op': 'alloc', 'id': 7166, 'size': 24}",24,4096,4096,2048.0,0.0,0.0,0.0
8098,"{'op': 'alloc', 'id': 7167, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
8099,"{'op': 'alloc', 'id': 7168, 'size': 26}",26,4096,4096,2048.0,0.0,0.0,0.0
8100,"{'op': 'alloc', 'id': 7169, 'size': 26}",26,4096,4096,2048.0,0.0,0.0,0.0
8101,"{'op': 'free', 'id': 7133}",0,4096,4096,2048.0,0.0,0.0,0.0
8102,"{'op': 'alloc', 'id': 7170, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
8103,"{'op': 'free', 'id': 7131}",0,4096,4096,2048.0,0.0,0.0,0.0
8104,"{'op': 'alloc', 'id': 7172, 'size': 26}",26,4096,4096,2048.0,0.0,0.0,0.0
8105,"{'op': 'alloc', 'id': 7173, 'size': 3}",3,4096,4096,2048.0,0.0,0.0,0.0
8106,"{'op': 'alloc', 'id': 7174, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
8107,"{'op': 'alloc', 'id': 7175, 'size': 2}",2,4096,4096,2048.0,0.0,0.0,0.0
8108,"{'op': 'alloc', 'id': 7176, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
8109,"{'op': 'free', 'id': 7142}",0,4096,4096,2048.0,0.0,0.0,0.0
8110,"{'op': 'alloc', 'id': 7177, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
8111,"{'op': 'alloc', 'id': 7178, 'size': 18}",18,4096,4096,2048.0,0.0,0.0,0.0
8112,"{'op': 'alloc', 'id': 7179, 'size': 17}",17,4096,4096,2048.0,0.0,0.0,0.0
8113,"{'op': 'alloc', 'id': 7180, 'size': 9}",9,4096,4096,2048.0,0.0,0.0,0.0
8114,"{'op': 'alloc', 'id': 7181, 'size': 8}",8,4096,4096,2048.0,0.0,0.0,0.0
8115,"{'op': 'alloc', 'id': 7182, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
8116,"{'op': 'alloc', 'id': 7183, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
8117,"{'op': 'free', 'id': 7177}",0,4096,4096,2048.0,0.0,0.0,0.0
8118,"{'op': 'alloc', 'id': 7185, 'size': 7}",7,4096,4096,2048.0,0.0,0.0,0.0
8119,"{'op': 'alloc', 'id': 7186, 'size': 3}",3,4096,4096,2048.0,0.0,0.0,0.0
8120,"{'op': 'free', 'id': 7180}",0,4096,4096,2048.0,0.0,0.0,0.0
8121,"{'op': 'free', 'id': 7162}",0,4096,4096,2048.0,0.0,0.0,0.0
8122,"{'op': 'alloc', 'id': 7189, 'size': 18}",18,4096,4096,2048.0,0.0,0.0,0.0
8123,"{'op': 'alloc', 'id': 7190, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
8124,"{'op': 'alloc', 'id': 7191, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
8125,"{'op': 'alloc', 'id': 7192, 'size': 24}",24,4096,4096,2048.0,0.0,0.0,0.0
8126,"{'op': 'alloc', 'id': 7193, 'size': 16}",16,4096,4096,2048.0,0.0,0.0,0.0
8127,"{'op': 'alloc', 'id': 7194, 'size': 21}",21,4096,4096,2048.0,0.0,0.0,0.0
8128,"{'op': 'free', 'id': 7153}",0,4096,4096,2048.0,0.0,0.0,0.0
8129,"{'op': 'free', 'id': 7156}",0,4096,4096,2048.0,0.0,0.0,0.0
8130,"{'op': 'alloc', 'id': 7196, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
8131,"{'op': 'alloc', 'id': 7197, 'size': 32}",32,4096,4096,2048.0,0.0,0.0,0.0
8132,"{'op': 'alloc', 'id': 7198, 'size': 7}",7,4096,4096,2048.0,0.0,0.0,0.0
8133,"{'op': 'free', 'id': 7169}",0,4096,4096,2048.0,0.0,0.0,0.0
8134,"{'op': 'alloc', 'id': 7199, 'size': 18}",18,4096,4096,2048.0,0.0,0.0,0.0
8135,"{'op': 'alloc', 'id': 7200, 'size': 28}",28,4096,4096,2048.0,0.0,0.0,0.0
8136,"{'op': 'alloc', 'id': 7201, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
8137,"{'op': 'free', 'id': 7191}",0,4096,4096,2048.0,0.0,0.0,0.0
8138,"{'op': 'alloc', 'id': 7202, 'size': 2}",2,4096,4096,2048.0,0.0,0.0,0.0
8139,"{'op': 'alloc', 'id': 7203, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
8140,"{'op': 'alloc', 'id': 7204, 'size': 15}",15,4096,4096,2048.0,0.0,0.0,0.0
8141,"{'op': 'alloc', 'id': 7205, 'size': 8}",8,4096,4096,2048.0,0.0,0.0,0.0
8142,"{'op': 'alloc', 'id': 7206, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
8143,"{'op': 'alloc', 'id': 7207, 'size': 7}",7,4096,4096,2048.0,0.0,0.0,0.0
8144,"{'op': 'free', 'id': 7199}",0,4096,4096,2048.0,0.0,0.0,0.0
8145,"{'op': 'alloc', 'id': 7208, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
8146,"{'op': 'alloc', 'id': 7209, 'size': 2}",2,4096,4096,2048.0,0.0,0.0,0.0
8147,"{'op': 'free', 'id': 7187}",0,4096,4096,2048.0,0.0,0.0,0.0
8148,"{'op': 'alloc', 'id': 7210, 'size': 18}",18,4096,4096,2048.0,0.0,0.0,0.0
8149,"{'op': 'alloc', 'id': 7211, 'size': 4}",4,4096,4096,2048.0,0.0,0.0,0.0
8150,"{'op': 'alloc', 'id': 7212, 'size': 3}",3,4096,4096,2048.0,0.0,0.0,0.0
8151,"{'op': 'alloc', 'id': 7213, 'size': 4}",4,4096,4096,2048.0,0.0,0.0,0.0
8152,"{'op': 'alloc', 'id': 7214, 'size': 21}",21,4096,4096,2048.0,0.0,0.0,0.0
8153,"{'op': 'alloc', 'id': 7215, 'size': 8}",8,4096,4096,2048.0,0.0,0.0,0.0
8154,"{'op': 'free', 'id': 7188}",0,4096,4096,2048.0,0.0,0.0,0.0
8155,"{'op': 'alloc', 'id': 7217, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
8156,"{'op': 'free', 'id': 7189}",0,4096,4096,2048.0,0.0,0.0,0.0
8157,"{'op': 'alloc', 'id': 7219, 'size': 29}",29,4096,4096,2048.0,0.0,0.0,0.0
8158,"{'op': 'alloc', 'id': 7220, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
8159,"{'op': 'alloc', 'id': 7221, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
8160,"{'op': 'alloc', 'id': 7222, 'size': 13}",13,4096,4096,2048.0,0.0,0.0,0.0
8161,"{'op': 'alloc', 'id': 7223, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
8162,"{'op': 'alloc', 'id': 7224, 'size': 28}",28,4096,4096,2048.0,0.0,0.0,0.0
8163,"{'op': 'alloc', 'id': 7225, 'size': 13}",13,4096,4096,2048.0,0.0,0.0,0.0
8164,"{'op': 'alloc', 'id': 7226, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
8165,"{'op': 'alloc', 'id': 7227, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
8166,"{'op': 'alloc', 'id': 7228, 'size': 6}",6,4096,4096,2048.0,0.0,0.0,0.0
8167,"{'op': 'free', 'id': 7209}",0,4096,4096,2048.0,0.0,0.0,0.0
8168,"{'op': 'alloc', 'id': 7229, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
8169,"{'op': 'alloc', 'id': 7230, 'size': 32}",32,4096,4096,2048.0,0.0,0.0,0.0
8170,"{'op': 'free', 'id': 7214}",0,4096,4096,2048.0,0.0,0.0,0.0
8171,"{'op': 'alloc', 'id': 7231, 'size': 29}",29,4096,4096,2048.0,0.0,0.0,0.0
8172,"{'op': 'alloc', 'id': 7232, 'size': 17}",17,4096,4096,2048.0,0.0,0.0,0.0
8173,"{'op': 'alloc', 'id': 7233, 'size': 18}",18,4096,4096,2048.0,0.0,0.0,0.0
8174,"{'op': 'alloc', 'id': 7234, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
8175,"{'op': 'alloc', 'id': 7235, 'size': 8}",8,4096,4096,2048.0,0.0,0.0,0.0
8176,"{'op': 'alloc', 'id': 7236, 'size': 29}",29,4096,4096,2048.0,0.0,0.0,0.0
8177,"{'op': 'alloc', 'id': 7237, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
8178,"{'op': 'free', 'id': 7207}",0,4096,4096,2048.0,0.0,0.0,0.0
8179,"{'op': 'alloc', 'id': 7239, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
8180,"{'op': 'free', 'id': 7208}",0,4096,4096,2048.0,0.0,0.0,0.0
8181,"{'op': 'alloc', 'id': 7240, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
8182,"{'op': 'alloc', 'id': 7241, 'size': 21}",21,4096,4096,2048.0,0.0,0.0,0.0
8183,"{'op': 'free', 'id': 7215}",0,4096,4096,2048.0,0.0,0.0,0.0
8184,"{'op': 'alloc', 'id': 7243, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
8185,"{'op': 'alloc', 'id': 7244, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
8186,"{'op': 'alloc', 'id': 7245, 'size': 26}",26,4096,4096,2048.0,0.0,0.0,0.0
8187,"{'op': 'alloc', 'id': 7246, 'size': 26}",26,4096,4096,2048.0,0.0,0.0,0.0
8188,"{'op': 'alloc', 'id': 7247, 'size': 16}",16,4096,4096,2048.0,0.0,0.0,0.0
8189,"{'op': 'alloc', 'id': 7248, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
8190,"{'op': 'alloc', 'id': 7249, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
8191,"{'op': 'alloc', 'id': 7250, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
8192,"{'op': 'free', 'id': 7221}",0,4096,4096,2048.0,0.0,0.0,0.0
8193,"{'op': 'alloc', 'id': 7252, 'size': 1}",1,4096,4096,2048.0,0.0,0.0,0.0
8194,"{'op': 'alloc', 'id': 7253, 'size': 29}",29,4096,4096,2048.0,0.0,0.0,0.0
8195,"{'op': 'alloc', 'id': 7254, 'size': 23}",23,4096,4096,2048.0,0.0,0.0,0.0
8196,"{'op': 'alloc', 'id': 7255, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
8197,"{'op': 'alloc', 'id': 7256, 'size': 4}",4,4096,4096,2048.0,0.0,0.0,0.0
8198,"{'op': 'alloc', 'id': 7257, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
8199,"{'op': 'alloc', 'id': 7258, 'size': 27}",27,4096,4096,2048.0,0.0,0.0,0.0
8200,"{'op': 'alloc', 'id': 7259, 'size': 23}",23,4096,4096,2048.0,0.0,0.0,0.0
8201,"{'op': 'free', 'id': 7222}",0,4096,4096,2048.0,0.0,0.0,0.0
8202,"{'op': 'alloc', 'id': 7260, 'size': 28}",28,4096,4096,2048.0,0.0,0.0,0.0
8203,"{'op': 'alloc', 'id': 7261, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
8204,"{'op': 'alloc', 'id': 7262, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
8205,"{'op': 'alloc', 'id': 7263, 'size': 27}",27,4096,4096,2048.0,0.0,0.0,0.0
8206,"{'op': 'free', 'id': 7240}",0,4096,4096,2048.0,0.0,0.0,0.0
8207,"{'op': 'alloc', 'id': 7265, 'size': 27}",27,4096,4096,2048.0,0.0,0.0,0.0
8208,"{'op': 'alloc', 'id': 7266, 'size': 15}",15,4096,4096,2048.0,0.0,0.0,0.0
8209,"{'op': 'alloc', 'id': 7267, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
8210,"{'op': 'alloc', 'id': 7268, 'size': 3}",3,4096,4096,2048.0,0.0,0.0,0.0
8211,"{'op': 'free', 'id': 7243}",0,4096,4096,2048.0,0.0,0.0,0.0
8212,"{'op': 'alloc', 'id': 7269, 'size': 18}",18,4096,4096,2048.0,0.0,0.0,0.0
8213,"{'op': 'alloc', 'id': 7270, 'size': 7}",7,4096,4096,2048.0,0.0,0.0,0.0
8214,"{'op': 'alloc', 'id': 7271, 'size': 1}",1,4096,4096,2048.0,0.0,0.0,0.0
8215,"{'op': 'alloc', 'id': 7272, 'size': 9}",9,4096,4096,2048.0,0.0,0.0,0.0
8216,"{'op': 'alloc', 'id': 7273, 'size': 23}",23,4096,4096,2048.0,0.0,0.0,0.0
8217,"{'op': 'alloc', 'id': 7274, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
8218,"{'op': 'alloc', 'id': 7275, 'size': 4}",4,4096,4096,2048.0,0.0,0.0,0.0
8219,"{'op': 'free', 'id': 7237}",0,4096,4096,2048.0,0.0,0.0,0.0
8220,"{'op': 'alloc', 'id': 7277, 'size': 21}",21,4096,4096,2048.0,0.0,0.0,0.0
8221,"{'op': 'alloc', 'id': 7278, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
8222,"{'op': 'alloc', 'id': 7279, 'size': 16}",16,4096,4096,2048.0,0.0,0.0,0.0
8223,"{'op': 'alloc', 'id': 7280, 'size': 16}",16,4096,4096,2048.0,0.0,0.0,0.0
8224,"{'op': 'alloc', 'id': 7281, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
8225,"{'op': 'alloc', 'id': 7282, 'size': 24}",24,4096,4096,2048.0,0.0,0.0,0.0
8226,"{'op': 'free', 'id': 7248}",0,4096,4096,2048.0,0.0,0.0,0.0
8227,"{'op': 'alloc', 'id': 7283, 'size': 23}",23,4096,4096,2048.0,0.0,0.0,0.0
8228,"{'op': 'free', 'id': 7267}",0,4096,4096,2048.0,0.0,0.0,0.0
8229,"{'op': 'free', 'id': 7254}",0,4096,4096,2048.0,0.0,0.0,0.0
8230,"{'op': 'alloc', 'id': 7284, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
8231,"{'op': 'alloc', 'id': 7285, 'size': 28}",28,4096,4096,2048.0,0.0,0.0,0.0
8232,"{'op': 'free', 'id': 7250}",0,4096,4096,2048.0,0.0,0.0,0.0
8233,"{'op': 'alloc', 'id': 7287, 'size': 24}",24,4096,4096,2048.0,0.0,0.0,0.0
8234,"{'op': 'alloc', 'id': 7288, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
8235,"{'op': 'alloc', 'id': 7289, 'size': 24}",24,4096,4096,2048.0,0.0,0.0,0.0
8236,"{'op': 'alloc', 'id': 7290, 'size': 9}",9,4096,4096,2048.0,0.0,0.0,0.0
8237,"{'op': 'alloc', 'id': 7291, 'size': 27}",27,4096,4096,2048.0,0.0,0.0,0.0
8238,"{'op': 'alloc', 'id': 7292, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
8239,"{'op': 'alloc', 'id': 7293, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
8240,"{'op': 'alloc', 'id': 7294, 'size': 2}",2,4096,4096,2048.0,0.0,0.0,0.0
8241,"{'op': 'alloc', 'id': 7295, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
8242,"{'op': 'alloc', 'id': 7296, 'size': 8}",8,4096,4096,2048.0,0.0,0.0,0.0
8243,"{'op': 'alloc', 'id': 7297, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
8244,"{'op': 'free', 'id': 7275}",0,4096,4096,2048.0,0.0,0.0,0.0
8245,"{'op': 'alloc', 'id': 7298, 'size': 3}",3,4096,4096,2048.0,0.0,0.0,0.0
8246,"{'op': 'free', 'id': 7290}",0,4096,4096,2048.0,0.0,0.0,0.0
8247,"{'op': 'alloc', 'id': 7300, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
8248,"{'op': 'alloc', 'id': 7301, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
8249,"{'op': 'alloc', 'id': 7302, 'size': 16}",16,4096,4096,2048.0,0.0,0.0,0.0
8250,"{'op': 'alloc', 'id': 7303, 'size': 1}",1,4096,4096,2048.0,0.0,0.0,0.0
8251,"{'op': 'alloc', 'id': 7304, 'size': 32}",32,4096,4096,2048.0,0.0,0.0,0.0
8252,"{'op': 'alloc', 'id': 7305, 'size': 17}",17,4096,4096,2048.0,0.0,0.0,0.0
8253,"{'op': 'alloc', 'id': 7306, 'size': 27}",27,4096,4096,2048.0,0.0,0.0,0.0
8254,"{'op': 'free', 'id': 7266}",0,4096,4096,2048.0,0.0,0.0,0.0
8255,"{'op': 'free', 'id': 7288}",0,4096,4096,2048.0,0.0,0.0,0.0
8256,"{'op': 'alloc', 'id': 7307, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
8257,"{'op': 'alloc', 'id': 7308, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
8258,"{'op': 'free', 'id': 7296}",0,4096,4096,2048.0,0.0,0.0,0.0
8259,"{'op': 'alloc', 'id': 7309, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
8260,"{'op': 'free', 'id': 7281}",0,4096,4096,2048.0,0.0,0.0,0.0
8261,"{'op': 'alloc', 'id': 7311, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
8262,"{'op': 'free', 'id': 7286}",0,4096,4096,2048.0,0.0,0.0,0.0
8263,"{'op': 'alloc', 'id': 7313, 'size': 27}",27,4096,4096,2048.0,0.0,0.0,0.0
8264,"{'op': 'free', 'id': 7279}",0,4096,4096,2048.0,0.0,0.0,0.0
8265,"{'op': 'alloc', 'id': 7314, 'size': 15}",15,4096,4096,2048.0,0.0,0.0,0.0
8266,"{'op': 'alloc', 'id': 7315, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
8267,"{'op': 'alloc', 'id': 7316, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
8268,"{'op': 'alloc', 'id': 7317, 'size': 15}",15,4096,4096,2048.0,0.0,0.0,0.0
8269,"{'op': 'alloc', 'id': 7318, 'size': 8}",8,4096,4096,2048.0,0.0,0.0,0.0
8270,"{'op': 'alloc', 'id': 7319, 'size': 18}",18,4096,4096,2048.0,0.0,0.0,0.0
8271,"{'op': 'alloc', 'id': 7320, 'size': 6}",6,4096,4096,2048.0,0.0,0.0,0.0
8272,"{'op': 'alloc', 'id': 7321, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
8273,"{'op': 'alloc', 'id': 7322, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
8274,"{'op': 'alloc', 'id': 7323, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
8275,"{'op': 'free', 'id': 7316}",0,4096,4096,2048.0,0.0,0.0,0.0
8276,"{'op': 'alloc', 'id': 7325, 'size': 8}",8,4096,4096,2048.0,0.0,0.0,0.0
8277,"{'op': 'alloc', 'id': 7326, 'size': 7}",7,4096,4096,2048.0,0.0,0.0,0.0
8278,"{'op': 'alloc', 'id': 7327, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
8279,"{'op': 'free', 'id': 7315}",0,4096,4096,2048.0,0.0,0.0,0.0
8280,"{'op': 'alloc', 'id': 7328, 'size': 17}",17,4096,4096,2048.0,0.0,0.0,0.0
8281,"{'op': 'alloc', 'id': 7329, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
8282,"{'op': 'alloc', 'id': 7330, 'size': 8}",8,4096,4096,2048.0,0.0,0.0,0.0
8283,"{'op': 'alloc', 'id': 7331, 'size': 3}",3,4096,4096,2048.0,0.0,0.0,0.0
8284,"{'op': 'alloc', 'id': 7332, 'size': 9}",9,4096,4096,2048.0,0.0,0.0,0.0
8285,"{'op': 'alloc', 'id': 7333, 'size': 3}",3,4096,4096,2048.0,0.0,0.0,0.0
8286,"{'op': 'alloc', 'id': 7334, 'size': 16}",16,4096,4096,2048.0,0.0,0.0,0.0
8287,"{'op': 'free', 'id': 7321}",0,4096,4096,2048.0,0.0,0.0,0.0
8288,"{'op': 'free', 'id': 7308}",0,4096,4096,2048.0,0.0,0.0,0.0
8289,"{'op': 'alloc', 'id': 7335, 'size': 17}",17,4096,4096,2048.0,0.0,0.0,0.0
8290,"{'op': 'alloc', 'id': 7336, 'size': 9}",9,4096,4096,2048.0,0.0,0.0,0.0
8291,"{'op': 'alloc', 'id': 7337, 'size': 18}",18,4096,4096,2048.0,0.0,0.0,0.0
8292,"{'op': 'free', 'id': 7333}",0,4096,4096,2048.0,0.0,0.0,0.0
8293,"{'op': 'alloc', 'id': 7339, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
8294,"{'op': 'alloc', 'id': 7340, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
8295,"{'op': 'free', 'id': 7330}",0,4096,4096,2048.0,0.0,0.0,0.0
8296,"{'op': 'free', 'id': 7335}",0,4096,4096,2048.0,0.0,0.0,0.0
8297,"{'op': 'alloc', 'id': 7342, 'size': 32}",32,4096,4096,2048.0,0.0,0.0,0.0
8298,"{'op': 'alloc', 'id': 7343, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
8299,"{'op': 'alloc', 'id': 7344, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
8300,"{'op': 'alloc', 'id': 7345, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
8301,"{'op': 'alloc', 'id': 7346, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
8302,"{'op': 'alloc', 'id': 7347, 'size': 18}",18,4096,4096,2048.0,0.0,0.0,0.0
8303,"{'op': 'alloc', 'id': 7348, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
8304,"{'op': 'free', 'id': 7325}",0,4096,4096,2048.0,0.0,0.0,0.0
8305,"{'op': 'alloc', 'id': 7349, 'size': 18}",18,4096,4096,2048.0,0.0,0.0,0.0
8306,"{'op': 'alloc', 'id': 7350, 'size': 9}",9,4096,4096,2048.0,0.0,0.0,0.0
8307,"{'op': 'alloc', 'id': 7351, 'size': 14}",14,4096,4096,2048.0,0.0,0.0,0.0
8308,"{'op': 'alloc', 'id': 7352, 'size': 30}",30,4096,4096,2048.0,0.0,0.0,0.0
8309,"{'op': 'alloc', 'id': 7353, 'size': 19}",19,4096,4096,2048.0,0.0,0.0,0.0
8310,"{'op': 'alloc', 'id': 7354, 'size': 21}",21,4096,4096,2048.0,0.0,0.0,0.0
8311,"{'op': 'alloc', 'id': 7355, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
8312,"{'op': 'alloc', 'id': 7356, 'size': 9}",9,4096,4096,2048.0,0.0,0.0,0.0
8313,"{'op': 'alloc', 'id': 7357, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
8314,"{'op': 'alloc', 'id': 7358, 'size': 6}",6,4096,4096,2048.0,0.0,0.0,0.0
8315,"{'op': 'alloc', 'id': 7359, 'size': 21}",21,4096,4096,2048.0,0.0,0.0,0.0
8316,"{'op': 'alloc', 'id': 7360, 'size': 29}",29,4096,4096,2048.0,0.0,0.0,0.0
8317,"{'op': 'alloc', 'id': 7361, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
8318,"{'op': 'alloc', 'id': 7362, 'size': 23}",23,4096,4096,2048.0,0.0,0.0,0.0
8319,"{'op': 'alloc', 'id': 7363, 'size': 31}",31,4096,4096,2048.0,0.0,0.0,0.0
8320,"{'op': 'alloc', 'id': 7364, 'size': 8}",8,4096,4096,2048.0,0.0,0.0,0.0
8321,"{'op': 'alloc', 'id': 7365, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
8322,"{'op': 'free', 'id': 7332}",0,4096,4096,2048.0,0.0,0.0,0.0
8323,"{'op': 'alloc', 'id': 7367, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
8324,"{'op': 'alloc', 'id': 7368, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
8325,"{'op': 'alloc', 'id': 7369, 'size': 7}",7,4096,4096,2048.0,0.0,0.0,0.0
8326,"{'op': 'alloc', 'id': 7370, 'size': 1}",1,4096,4096,2048.0,0.0,0.0,0.0
8327,"{'op': 'alloc', 'id': 7371, 'size': 11}",11,4096,4096,2048.0,0.0,0.0,0.0
8328,"{'op': 'alloc', 'id': 7372, 'size': 12}",12,4096,4096,2048.0,0.0,0.0,0.0
8329,"{'op': 'alloc', 'id': 7373, 'size': 5}",5,4096,4096,2048.0,0.0,0.0,0.0
8330,"{'op': 'alloc', 'id': 7374, 'size': 18}",18,4096,4096,2048.0,0.0,0.0,0.0
8331,"{'op': 'free', 'id': 7329}",0,4096,4096,2048.0,0.0,0.0,0.0
8332,"{'op': 'alloc', 'id': 7376, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
8333,"{'op': 'alloc', 'id': 7377, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
8334,"{'op': 'free', 'id': 7334}",0,4096,4096,2048.0,0.0,0.0,0.0
8335,"{'op': 'alloc', 'id': 7378, 'size': 27}",27,4096,4096,2048.0,0.0,0.0,0.0
8336,"{'op': 'alloc', 'id': 7379, 'size': 27}",27,4096,4096,2048.0,0.0,0.0,0.0
8337,"{'op': 'alloc', 'id': 7380, 'size': 25}",25,4096,4096,2048.0,0.0,0.0,0.0
8338,"{'op': 'alloc', 'id': 7381, 'size': 4}",4,4096,4096,2048.0,0.0,0.0,0.0
8339,"{'op': 'alloc', 'id': 7382, 'size': 20}",20,4096,4096,2048.0,0.0,0.0,0.0
8340,"{'op': 'alloc', 'id': 7383, 'size': 17}",17,4096,4096,2048.0,0.0,0.0,0.0
8341,"{'op': 'alloc', 'id': 7384, 'size': 17}",17,4096,4096,2048.0,0.0,0.0,0.0
8342,"{'op': 'alloc', 'id': 7385, 'size': 24}",24,4096,4096,2048.0,0.0,0.0,0.0
8343,"{'op': 'alloc', 'id': 7386, 'size': 10}",10,4096,4096,2048.0,0.0,0.0,0.0
8344,"{'op': 'alloc', 'id': 7387, 'size': 22}",22,4096,4096,2048.0,0.0,0.0,0.0
8345,"{'op': 'alloc', 'id': 7388, 'size': 32}",32,4096,4096,2048.0,0.0,0.0,0.0
8346,"{'op': 'alloc', 'id': 7389, 'size': 8}",8,4096,4096,2048.0,0.0,0.0,0.0
8347,"{'op': 'alloc', 'id': 7390, 'size': 8}",8,4096,4096,2048.0,0.0,0.0,0.0
8348,"{'op': 'alloc', 'id': 7391, 'size': 24}",24,4096,4096,2048.0,0.0,0.0,0.0
